Transaction_Amount,Account_Balance,Previous_Fraudulent_Activity,Daily_Transaction_Count,Avg_Transaction_Amount_7d,Failed_Transaction_Count_7d,Card_Age,Transaction_Distance,Risk_Score,Is_Weekend,Transaction_Type_Online,Transaction_Type_POS,Device_Type_Mobile,Device_Type_Tablet,Merchant_Category_Electronics,Merchant_Category_Grocery,Merchant_Category_Restaurants,Merchant_Category_Travel,Card_Type_Debit,Card_Type_Prepaid,Authentication_Method_OTP,Authentication_Method_PIN,Fraud_Label
13.36,95504.58,1,8,456.5,3,168,3.99,0.901,0,1,0,0,0,0,0,0,0,0,0,0,0,1
21.03,38879.85,0,11,330.37,1,86,1.55,0.127,0,0,0,1,0,0,0,0,1,0,0,0,1,0
59.52,4320.39,1,8,389.94,1,68,1.38,0.094,1,1,0,1,0,0,0,0,1,0,0,0,1,0
16.16,32639.21,0,12,222.4,1,223,2.47,0.732,0,0,1,1,0,1,0,0,0,0,1,0,1,1
272.8,10967.32,0,3,363.0,2,107,3.96,0.899,1,0,1,1,0,0,1,0,0,0,0,0,0,0
343.85,72680.16,0,14,429.67,4,119,1.24,0.444,0,0,1,1,0,0,1,0,0,0,0,0,1,1
4.68,51358.31,0,3,95.07,1,108,1.61,0.369,0,0,0,1,0,0,0,1,0,0,1,0,0,0
3.38,53995.37,0,3,104.05,3,189,8.11,0.292,1,1,0,1,0,1,0,0,0,1,0,0,1,0
176.38,35491.97,0,3,102.64,0,16,3.33,0.865,1,0,0,0,0,0,0,0,0,0,0,0,1,1
144.11,6290.63,1,5,472.59,4,143,1.31,0.198,0,0,0,1,0,0,0,0,1,0,0,1,0,1
173.74,48777.4,0,13,217.18,3,66,3.28,0.197,0,1,0,1,0,1,0,0,0,0,1,1,0,0
71.64,89438.23,0,4,89.66,3,116,0.18,0.504,0,1,0,1,0,1,0,0,0,1,0,0,1,0
32.71,24980.01,0,10,160.01,4,148,8.35,0.621,0,1,0,1,0,0,1,0,0,0,0,0,0,0
63.49,55913.38,0,13,340.38,3,205,4.22,0.858,1,0,0,0,0,0,0,0,0,0,0,0,0,1
58.2,30263.97,0,5,327.59,3,182,7.33,0.029,0,1,0,1,0,0,0,0,0,1,0,0,1,0
56.88,17964.12,0,15,351.78,3,193,3.47,0.868,1,0,1,0,0,0,1,0,0,1,0,1,0,0
6.61,38617.39,1,4,39.31,4,213,5.85,0.054,1,1,0,1,0,1,0,0,0,1,0,1,0,0
111.32,5845.52,0,1,113.83,3,51,1.63,0.52,0,1,0,1,0,0,0,0,1,0,0,0,1,0
246.55,76352.25,0,15,55.19,0,145,0.26,0.032,1,1,0,0,0,0,0,1,0,0,0,0,1,1
226.9,26348.45,0,1,467.85,3,186,2.05,0.948,1,0,1,1,0,0,0,0,1,1,0,1,0,0
73.68,73233.04,0,18,107.31,4,131,2.06,0.891,0,1,0,0,0,0,0,1,0,1,0,0,0,0
47.17,37264.2,1,8,413.89,3,83,0.82,0.081,0,1,0,1,0,1,0,0,0,1,0,0,1,1
133.61,77664.29,0,18,386.44,3,232,0.08,0.865,0,0,0,0,0,0,0,1,0,0,0,0,0,0
89.42,81293.22,0,4,185.56,0,188,2.56,0.411,1,0,0,1,0,0,0,1,0,0,1,0,0,0
10.17,85337.2,0,11,459.39,4,194,3.6,0.928,0,0,0,0,0,0,0,0,1,0,0,1,0,0
9.26,46965.92,0,1,409.51,3,108,12.65,0.147,0,0,0,0,0,0,0,0,1,0,0,0,0,0
33.09,99691.44,0,19,84.98,1,2,2.56,0.381,0,1,0,0,1,0,0,0,0,0,1,0,0,0
10.78,57224.25,0,4,290.22,2,231,0.96,0.5,0,1,0,1,0,1,0,0,0,0,0,0,0,0
110.2,24168.27,0,13,357.8,2,202,5.79,0.124,1,0,1,0,1,0,0,0,0,0,1,0,0,0
59.04,12493.61,1,11,120.13,3,222,5.34,0.15,1,0,1,1,0,0,0,1,0,1,0,1,0,1
104.95,28537.73,0,1,334.37,2,123,10.71,0.469,0,0,1,0,0,0,0,0,0,1,0,1,0,0
270.97,81832.2,0,7,158.49,2,189,5.7,0.828,0,1,0,0,0,0,1,0,0,0,1,0,1,1
90.72,34915.18,0,2,77.63,0,134,4.94,0.842,0,1,0,0,0,0,0,1,0,0,0,1,0,1
82.55,19639.71,0,15,62.98,1,54,7.68,0.001,0,1,0,0,0,0,0,0,0,0,0,1,0,0
241.97,76355.56,1,10,199.01,2,32,8.69,0.937,1,1,0,0,0,0,0,0,1,0,0,0,0,1
31.53,90939.66,0,11,416.12,2,145,4.06,0.43,1,1,0,0,0,0,0,0,1,0,0,1,0,0
152.37,18445.98,0,8,390.23,4,131,3.05,0.118,0,0,0,0,0,0,0,0,0,0,1,0,0,0
99.65,83730.52,0,17,257.51,3,105,12.89,0.254,0,1,0,0,0,0,0,1,0,1,0,0,1,0
8.12,80705.04,0,10,191.36,1,232,2.97,0.975,0,0,0,0,1,0,0,0,1,0,0,0,0,1
22.11,65497.73,0,18,10.91,1,31,3.26,0.942,0,0,0,0,0,0,0,0,0,1,0,0,0,0
51.54,12485.52,0,19,81.14,3,141,4.73,0.573,0,0,1,1,0,1,0,0,0,0,1,1,0,0
61.22,15765.64,0,7,40.42,0,112,3.82,0.79,0,0,0,0,1,0,0,0,0,1,0,0,1,0
201.08,73573.73,0,18,61.21,2,117,5.79,0.604,0,1,0,0,0,0,0,0,1,0,0,0,1,1
113.2,99194.74,0,7,85.55,2,124,0.38,0.882,1,1,0,0,0,0,0,1,0,0,1,0,0,1
19.18,35823.8,0,1,138.82,4,156,0.22,0.858,0,1,0,1,0,0,0,0,1,1,0,1,0,0
98.5,15628.9,0,6,267.31,3,184,6.24,0.746,0,1,0,1,0,0,0,0,0,0,0,1,0,1
93.98,83583.21,0,3,247.67,0,51,0.46,0.413,0,0,1,0,0,0,0,0,1,0,0,1,0,0
45.09,82594.51,1,15,486.73,0,190,2.41,0.104,1,0,1,0,0,1,0,0,0,0,0,0,1,0
236.31,54336.9,1,13,410.98,4,104,9.35,0.703,1,0,1,0,0,0,0,0,1,0,1,0,1,1
1.47,51038.74,0,9,270.56,3,227,4.86,0.985,1,1,0,0,0,0,0,0,1,1,0,0,0,0
83.66,68499.21,0,8,396.4,2,142,0.45,0.058,0,0,1,1,0,0,0,0,1,0,1,1,0,0
104.11,71202.46,0,8,203.06,4,170,1.81,0.031,0,1,0,0,0,0,0,0,0,1,0,1,0,0
101.65,60285.7,0,12,247.04,1,162,0.5,0.843,0,0,0,1,0,0,0,1,0,1,0,1,0,1
62.86,97593.75,0,12,274.74,4,193,2.37,0.989,0,0,1,0,0,0,0,1,0,1,0,0,0,1
64.63,60705.32,0,4,25.81,4,5,2.7,0.245,1,0,1,1,0,0,0,1,0,1,0,0,1,0
2.28,41554.38,0,18,213.8,1,77,3.92,0.747,0,0,0,1,0,0,1,0,0,0,1,0,0,1
235.03,21122.26,1,10,303.29,0,7,2.52,0.411,0,1,0,0,0,1,0,0,0,0,1,1,0,0
211.14,55991.71,1,1,128.68,3,211,4.08,0.729,1,0,1,1,0,0,0,0,1,0,0,0,1,0
251.98,77281.52,1,5,405.71,0,155,6.15,0.187,0,0,0,1,0,0,0,0,1,0,1,1,0,0
156.43,2933.11,1,17,53.88,4,191,12.44,0.671,0,1,0,0,0,1,0,0,0,0,1,0,1,0
17.73,96054.59,0,3,496.19,2,31,8.52,0.452,1,0,0,0,0,1,0,0,0,0,1,0,0,0
119.9,37468.65,0,17,286.51,1,31,11.4,0.568,1,1,0,0,1,0,0,0,0,0,1,1,0,0
40.81,43386.23,0,5,51.02,2,172,8.72,0.935,0,0,1,1,0,0,0,0,1,0,0,0,0,0
40.94,62221.0,0,4,275.23,4,123,7.0,0.274,0,0,0,0,0,0,0,0,1,0,1,1,0,0
169.6,7186.62,0,7,159.77,1,209,6.76,0.169,1,1,0,0,0,1,0,0,0,1,0,0,0,0
117.38,54161.54,1,6,473.98,0,44,20.64,0.082,0,0,0,1,0,0,0,1,0,0,0,0,0,1
118.57,31097.8,0,12,391.46,1,172,14.62,0.778,1,1,0,0,0,0,0,0,0,0,0,0,1,0
19.13,77908.68,0,3,55.16,2,85,1.81,0.821,0,0,1,0,0,0,0,0,1,0,1,0,1,1
216.91,42228.74,0,18,402.18,4,98,0.26,0.366,0,1,0,0,0,0,1,0,0,1,0,0,0,0
48.47,77934.17,0,18,450.95,3,165,5.41,0.093,0,0,1,0,0,0,0,1,0,0,0,0,0,0
130.52,57537.88,0,14,189.38,1,137,0.53,0.787,1,1,0,1,0,1,0,0,0,1,0,1,0,0
51.32,14631.95,0,13,201.76,0,172,7.03,0.001,0,0,1,1,0,0,1,0,0,0,0,1,0,0
458.94,82086.55,0,13,115.77,2,48,6.94,0.354,1,1,0,1,0,0,0,0,0,1,0,0,0,0
161.33,96697.01,1,17,18.62,4,65,0.06,0.85,1,1,0,0,0,0,0,0,1,0,1,0,1,0
112.78,44382.02,0,2,243.09,2,219,8.03,0.77,1,1,0,1,0,0,0,0,1,0,1,0,0,0
2.25,26522.41,0,19,42.15,3,108,1.92,0.139,0,0,0,1,0,0,0,1,0,0,1,1,0,0
173.01,441.33,0,3,158.49,4,105,8.75,0.803,0,1,0,1,0,1,0,0,0,0,0,0,1,0
85.23,66977.63,0,17,203.52,3,175,17.48,0.432,0,1,0,0,1,1,0,0,0,0,1,1,0,0
326.35,99150.99,0,18,123.46,0,37,0.61,0.557,1,0,1,0,0,1,0,0,0,0,0,0,0,1
48.03,25715.64,0,19,380.73,1,227,6.78,0.847,0,0,0,1,0,0,0,1,0,1,0,0,0,0
216.19,16305.04,0,16,334.51,3,171,1.13,0.588,1,0,0,0,0,1,0,0,0,0,1,1,0,0
11.62,36009.02,0,6,267.46,4,175,32.9,0.293,0,0,1,1,0,0,0,0,1,0,1,0,1,0
170.85,87188.26,0,11,276.87,2,111,6.37,0.542,0,1,0,1,0,0,0,1,0,0,0,0,0,0
27.53,50873.25,0,9,120.2,2,24,5.12,0.825,1,1,0,1,0,0,0,1,0,0,0,0,1,0
149.62,55479.92,0,7,98.55,3,15,2.56,0.987,0,0,0,1,0,0,0,0,1,1,0,1,0,1
60.37,55511.26,0,11,486.07,4,1,6.57,0.863,0,0,0,1,0,0,0,0,0,0,1,0,0,1
133.56,99570.57,0,12,323.16,3,79,4.69,0.699,1,1,0,1,0,0,0,1,0,1,0,0,1,0
422.38,39103.23,1,2,157.64,2,144,2.18,0.953,0,1,0,0,0,0,0,0,1,1,0,0,1,1
72.84,50172.41,0,2,28.51,1,146,5.61,0.265,1,1,0,0,0,0,0,0,0,0,0,0,0,0
32.43,18220.49,1,15,327.36,4,156,1.24,0.063,0,1,0,1,0,0,0,0,1,0,0,0,1,0
25.09,57568.66,0,7,215.97,0,44,1.56,0.852,1,0,1,0,0,0,0,1,0,0,1,1,0,1
15.57,5653.68,0,11,261.1,0,58,3.32,0.89,0,0,1,0,0,0,0,0,1,0,1,0,1,0
54.37,31937.15,0,5,421.11,4,229,0.37,0.855,0,1,0,0,0,0,1,0,0,0,1,0,1,1
12.57,50105.66,0,19,278.06,4,6,1.33,0.442,0,1,0,1,0,0,1,0,0,1,0,0,0,0
28.1,60747.4,0,1,364.96,1,128,1.04,0.161,1,1,0,1,0,0,1,0,0,0,1,1,0,0
171.36,56586.78,0,1,432.24,4,141,2.37,0.889,1,0,1,1,0,1,0,0,0,0,1,1,0,0
34.05,75349.08,0,6,391.73,2,148,0.69,0.044,0,0,1,1,0,0,1,0,0,0,0,1,0,0
73.8,68580.15,0,6,366.95,3,51,0.23,0.205,1,1,0,0,0,0,0,0,1,0,0,0,0,0
35.06,85126.77,0,19,205.48,1,118,1.87,0.463,0,1,0,1,0,0,0,1,0,0,1,0,0,0
17.21,44859.5,0,12,378.82,1,133,7.83,0.993,1,0,0,0,0,0,1,0,0,0,1,0,1,1
19.13,77908.68,0,3,55.16,2,85,1.81,0.821,0,0,1,0,0,0,0,0,1,0,1,0,1,1
32.86,73929.25,1,1,163.51,1,62,10.28,0.149,1,0,0,0,0,0,0,1,0,1,0,0,0,1
174.73,1971.03,0,14,471.8,2,40,0.23,0.308,0,1,0,1,0,0,1,0,0,0,1,0,0,1
7.11,82779.47,0,9,427.83,3,113,4.04,0.126,0,0,0,1,0,1,0,0,0,1,0,0,0,1
86.5,67753.31,0,19,250.81,0,239,7.06,0.017,1,0,1,1,0,0,0,0,0,0,1,1,0,0
32.17,27524.42,1,18,172.84,1,91,3.33,0.504,0,0,1,1,0,1,0,0,0,0,1,1,0,0
0.78,85992.71,0,11,234.95,3,171,5.13,0.992,0,0,1,1,0,0,0,1,0,0,1,0,1,0
100.78,53270.12,0,19,494.45,2,129,2.54,0.667,0,0,1,1,0,0,0,0,1,0,0,1,0,0
304.15,66112.08,0,16,149.5,4,137,9.14,0.748,0,0,0,1,0,0,0,1,0,1,0,0,1,0
16.78,25522.81,0,11,154.76,4,45,2.84,0.975,0,1,0,1,0,0,0,0,0,1,0,0,0,0
585.41,90911.15,0,4,468.6,3,150,0.58,0.747,0,1,0,1,0,1,0,0,0,1,0,0,0,0
87.95,51142.94,0,16,324.6,1,16,1.9,0.504,0,1,0,0,0,0,0,0,1,0,1,1,0,0
50.07,36579.27,0,3,372.45,2,194,2.1,0.771,0,1,0,0,0,1,0,0,0,0,0,0,0,0
246.22,62051.91,1,3,313.94,4,90,5.27,0.863,0,1,0,0,1,0,0,0,1,0,1,1,0,0
175.86,93087.62,0,6,414.35,1,2,5.3,0.535,0,0,1,1,0,0,1,0,0,0,0,0,1,0
115.32,48154.38,0,5,94.15,0,188,5.4,0.043,0,0,0,0,0,0,0,0,0,0,0,0,0,0
47.17,37264.2,1,8,413.89,3,83,0.82,0.081,0,1,0,1,0,1,0,0,0,1,0,0,1,1
35.17,97013.71,0,19,459.86,0,104,5.57,0.386,0,0,1,1,0,0,0,0,1,0,1,0,0,0
8.91,96136.33,0,16,417.38,3,168,3.24,0.978,0,0,0,1,0,0,0,0,0,1,0,0,1,1
85.04,33076.41,0,10,20.74,1,228,4.37,0.498,0,0,1,1,0,1,0,0,0,0,1,1,0,1
85.63,50045.38,0,15,298.36,3,20,8.33,0.98,0,1,0,1,0,0,0,0,0,1,0,1,0,0
4.4,51376.61,0,18,458.3,2,41,9.65,0.162,0,1,0,1,0,0,0,0,0,1,0,1,0,1
37.02,15092.52,0,19,491.56,2,159,2.84,0.372,0,0,1,1,0,0,0,1,0,0,0,0,1,1
189.54,59865.56,1,13,388.06,4,237,0.82,0.341,1,0,1,0,0,0,0,0,0,1,0,0,1,0
35.62,33832.11,0,9,33.95,3,215,2.21,0.957,0,0,0,1,0,0,0,0,0,1,0,1,0,1
171.21,38054.64,1,1,161.47,1,233,4.97,0.74,1,0,1,1,0,1,0,0,0,0,1,0,0,1
59.01,29056.46,0,16,112.46,3,225,4.53,0.726,0,0,1,0,0,0,0,0,1,1,0,1,0,0
14.62,46856.97,0,2,319.16,4,195,7.87,0.07,1,1,0,0,1,1,0,0,0,0,1,0,1,0
28.24,15746.24,0,16,333.3,0,174,2.35,0.539,0,1,0,0,1,0,0,1,0,1,0,0,1,0
25.84,35584.83,0,5,310.73,4,213,3.72,0.801,0,0,1,0,0,0,1,0,0,1,0,1,0,0
16.79,69492.17,1,12,248.1,1,132,2.79,0.168,0,0,0,1,0,1,0,0,0,0,1,0,0,1
147.69,59621.45,0,6,251.76,2,171,1.83,0.372,0,0,1,0,0,1,0,0,0,0,1,1,0,0
38.58,13237.46,0,19,84.48,3,132,1.03,0.948,0,1,0,0,1,1,0,0,0,0,1,1,0,1
80.9,12091.82,0,5,236.62,3,15,11.08,0.972,0,0,1,1,0,0,0,0,0,1,0,0,1,0
11.98,93839.35,0,1,219.89,0,124,12.06,0.184,1,1,0,0,0,0,1,0,0,0,0,0,1,0
276.01,9810.93,0,11,127.9,2,127,1.04,0.889,0,1,0,1,0,0,0,0,1,1,0,1,0,1
16.82,13299.04,0,8,248.99,3,99,13.59,0.005,0,1,0,0,0,0,0,0,0,1,0,0,1,1
246.22,42787.51,0,10,313.58,1,80,4.23,0.158,1,1,0,1,0,0,1,0,0,0,0,0,1,1
51.49,17107.7,1,18,18.47,4,102,2.78,0.232,0,1,0,0,0,1,0,0,0,1,0,0,0,1
10.98,92523.69,0,3,116.3,2,204,5.39,0.957,1,0,0,0,0,0,0,1,0,0,1,0,1,1
116.32,51954.54,1,19,236.24,2,191,3.12,0.437,0,0,1,1,0,0,1,0,0,0,0,0,0,0
100.24,54390.22,0,12,377.46,4,146,1.03,0.212,0,1,0,1,0,0,0,0,0,1,0,0,1,0
7.53,46528.92,1,1,289.65,4,109,2.66,0.897,0,0,1,1,0,0,0,0,1,1,0,0,1,1
39.92,30751.77,0,19,80.14,1,206,0.14,0.03,0,1,0,0,0,1,0,0,0,0,0,1,0,0
87.06,24914.09,0,16,402.28,2,144,4.86,0.679,0,0,1,0,0,0,0,0,0,0,1,0,0,1
166.96,31755.29,0,18,340.3,3,79,2.48,0.813,0,0,1,1,0,0,0,1,0,1,0,1,0,1
8.36,96873.55,1,19,138.82,4,189,14.7,0.098,1,0,1,1,0,0,0,0,0,0,0,1,0,0
20.36,33612.03,0,10,499.04,0,120,0.01,0.322,0,1,0,1,0,0,0,0,1,1,0,0,1,0
158.02,73699.39,0,16,431.44,3,162,6.72,0.394,0,0,1,1,0,0,1,0,0,1,0,1,0,1
116.14,652.9,1,1,212.03,1,87,2.47,0.235,0,1,0,1,0,0,0,0,0,0,0,0,0,1
119.32,95742.88,0,2,395.93,4,237,3.74,0.125,1,0,0,1,0,0,0,0,0,1,0,0,1,1
139.25,28265.1,0,2,62.2,2,98,9.11,0.46,0,1,0,1,0,1,0,0,0,0,0,0,0,1
46.96,10775.29,0,18,52.8,1,49,7.38,0.085,1,1,0,0,0,0,0,1,0,0,0,0,0,1
132.43,60848.5,0,2,168.85,1,103,3.97,0.946,1,0,1,1,0,0,0,0,0,0,1,1,0,0
65.42,96985.55,0,2,109.59,4,165,7.77,0.88,1,0,1,0,0,1,0,0,0,0,0,0,0,0
48.36,75281.52,1,18,414.34,4,131,4.5,0.859,0,0,0,0,0,0,1,0,0,0,1,0,0,0
7.77,73828.83,0,1,436.08,0,12,12.46,0.937,0,0,1,0,0,0,1,0,0,0,0,0,0,0
56.77,3952.87,1,3,41.26,2,79,0.93,0.364,0,1,0,1,0,0,0,0,1,1,0,0,1,0
143.32,28357.42,0,16,42.79,3,178,3.23,0.145,0,0,1,0,1,0,0,1,0,0,0,0,0,0
67.38,36057.84,0,19,177.97,2,64,2.86,0.984,1,1,0,1,0,0,0,0,0,1,0,1,0,0
41.27,96584.89,0,4,322.81,3,72,7.7,0.824,0,1,0,0,0,0,0,1,0,1,0,1,0,0
37.02,15092.52,0,19,491.56,2,159,2.84,0.372,0,0,1,1,0,0,0,1,0,0,0,0,1,1
213.33,10416.96,0,18,167.91,0,111,9.48,0.27,1,1,0,0,0,0,1,0,0,0,0,0,0,0
2.58,80896.42,0,14,480.98,1,84,6.69,0.773,1,1,0,0,1,0,1,0,0,0,0,1,0,0
56.24,19962.24,0,8,185.53,2,20,20.96,0.396,0,1,0,1,0,0,0,0,1,0,0,0,0,0
5.46,65525.26,0,19,495.14,0,93,3.18,0.045,0,0,1,1,0,0,1,0,0,0,0,0,0,0
362.94,11499.85,0,17,73.73,4,61,1.44,0.841,0,0,1,0,0,0,0,0,0,0,0,1,0,0
270.87,12219.1,0,1,32.02,2,86,0.75,0.265,1,0,0,0,1,1,0,0,0,0,1,0,1,1
80.69,16351.41,1,6,494.07,4,140,0.96,0.825,0,0,0,0,0,0,0,0,0,0,0,1,0,1
205.25,64492.84,0,18,478.58,4,137,2.34,0.155,0,1,0,0,0,0,0,1,0,0,0,0,0,0
126.77,2574.13,0,2,117.83,2,120,8.13,0.691,0,0,1,1,0,0,0,0,1,0,1,1,0,0
4.98,50624.67,0,11,417.15,0,32,0.62,0.312,0,0,0,0,0,0,0,1,0,1,0,1,0,0
24.07,37756.87,0,7,193.97,2,237,0.63,0.851,0,1,0,1,0,1,0,0,0,1,0,0,1,1
14.58,88161.74,0,13,204.11,4,192,6.12,0.729,0,0,1,0,0,0,0,1,0,0,0,0,0,0
207.38,53705.49,0,11,385.97,1,78,5.72,0.57,0,1,0,1,0,0,0,1,0,1,0,0,1,0
379.14,94565.88,0,1,444.9,3,211,0.31,0.277,0,1,0,1,0,1,0,0,0,0,1,0,1,0
154.12,17667.18,1,5,224.1,0,54,3.47,0.501,0,1,0,0,1,0,0,0,0,1,0,0,1,0
71.63,61860.97,0,9,331.02,1,55,5.0,0.827,0,1,0,1,0,0,0,0,1,0,1,0,1,1
156.96,81116.15,0,13,329.52,3,185,0.05,0.116,0,1,0,1,0,0,0,0,1,0,0,1,0,0
86.16,73605.16,0,4,51.32,3,65,2.27,0.149,0,0,1,0,1,0,0,0,0,0,0,1,0,1
81.25,8546.27,1,14,127.58,1,144,0.44,0.318,1,1,0,1,0,0,0,0,0,0,1,0,1,1
61.9,21868.12,0,15,109.64,2,223,1.4,0.172,0,1,0,1,0,0,1,0,0,1,0,1,0,0
8.59,76108.08,0,5,69.59,3,56,1.83,0.031,1,1,0,0,0,1,0,0,0,0,1,1,0,1
231.78,80233.87,0,2,207.96,4,55,8.42,0.326,0,0,0,1,0,1,0,0,0,0,0,0,0,0
241.97,76355.56,1,10,199.01,2,32,8.69,0.937,1,1,0,0,0,0,0,0,1,0,0,0,0,1
191.26,90735.64,1,7,155.9,2,167,13.32,0.987,0,1,0,1,0,0,0,0,0,1,0,0,0,0
87.76,7849.65,0,2,475.94,1,226,2.51,0.489,0,0,1,0,0,1,0,0,0,1,0,0,0,0
1.9,2740.37,0,6,298.38,4,146,8.61,0.062,0,1,0,1,0,0,1,0,0,0,0,0,0,0
260.56,53867.24,1,13,101.34,0,185,5.33,0.914,1,1,0,0,1,0,0,1,0,1,0,0,1,0
150.0,53810.98,0,12,111.32,0,1,8.61,0.836,0,1,0,0,0,0,0,1,0,0,1,0,0,0
101.71,46574.85,0,8,389.57,4,41,2.06,0.378,0,0,0,1,0,0,0,1,0,0,0,0,1,0
107.61,80155.87,0,12,323.97,1,51,1.0,0.937,0,1,0,1,0,0,0,0,0,0,1,0,0,0
35.98,10895.89,0,14,452.22,4,69,2.62,0.608,0,0,1,1,0,0,0,1,0,0,0,0,0,0
11.7,96861.53,0,1,206.34,3,74,6.29,0.379,1,0,0,1,0,0,0,0,0,0,0,0,1,0
51.18,91545.71,0,10,444.26,1,60,1.83,0.693,1,1,0,0,0,0,1,0,0,1,0,1,0,0
3.5,95327.37,0,17,387.85,0,230,11.65,0.487,1,0,1,0,0,0,1,0,0,0,0,0,1,0
33.71,5711.37,0,10,271.12,3,113,5.84,0.713,0,0,1,1,0,0,0,1,0,0,1,0,0,0
65.55,21879.46,0,13,199.2,2,155,2.89,0.208,1,1,0,1,0,0,0,0,1,0,1,0,1,0
168.75,87527.92,1,11,144.13,0,112,4.15,0.282,0,1,0,1,0,0,0,0,0,0,0,0,0,0
10.8,19509.77,0,8,88.54,0,25,3.13,0.595,0,1,0,1,0,0,1,0,0,0,1,0,1,0
72.86,17008.41,0,11,498.26,3,157,0.67,0.906,0,0,0,0,1,0,0,1,0,0,0,0,0,0
58.66,98462.65,0,14,82.55,1,7,1.04,0.817,0,1,0,1,0,0,0,0,1,1,0,0,1,1
329.43,49453.74,0,13,121.09,0,123,3.9,0.971,0,1,0,1,0,0,0,0,0,0,1,0,1,0
0.96,61028.68,0,18,190.18,0,155,7.25,0.066,0,1,0,0,0,1,0,0,0,0,1,1,0,0
82.76,90521.67,0,7,229.25,2,199,16.41,0.353,0,0,1,0,1,0,0,0,0,1,0,1,0,1
138.65,13081.31,0,1,353.92,0,198,5.38,0.002,1,1,0,0,0,0,0,1,0,0,1,0,1,0
182.69,83627.72,0,10,90.53,4,85,2.39,0.969,0,0,1,0,0,1,0,0,0,0,1,1,0,0
45.68,59012.24,0,4,408.67,0,235,3.58,0.944,0,0,1,1,0,0,0,0,0,0,1,0,1,0
116.14,652.9,1,1,212.03,1,87,2.47,0.235,0,1,0,1,0,0,0,0,0,0,0,0,0,1
64.55,81560.79,0,5,416.38,1,179,2.22,0.843,1,1,0,1,0,0,0,1,0,0,0,0,0,1
31.18,83768.29,1,19,60.47,3,153,8.89,0.247,0,1,0,1,0,0,0,0,0,0,0,1,0,0
26.98,82048.04,0,2,252.57,0,3,3.68,0.917,0,1,0,1,0,0,0,0,0,1,0,1,0,1
150.19,49211.78,0,14,61.42,4,78,0.84,0.303,0,0,0,1,0,0,1,0,0,0,0,0,0,0
50.25,8729.58,1,13,26.36,4,184,0.21,0.872,0,1,0,1,0,0,0,0,0,0,0,0,1,1
156.17,9856.31,0,5,497.11,1,82,2.89,0.81,0,0,1,0,0,0,1,0,0,0,0,0,0,1
169.2,90534.84,0,13,61.25,3,174,9.39,0.847,1,0,0,0,0,1,0,0,0,0,0,0,1,1
26.61,925.3,0,16,194.31,3,100,0.15,0.808,0,0,0,1,0,0,0,1,0,0,1,1,0,0
36.78,32608.28,0,11,354.32,2,223,0.78,0.365,0,0,0,0,0,0,0,0,0,1,0,0,0,0
4.74,15802.08,0,18,27.67,2,81,2.37,0.603,0,1,0,0,0,0,0,0,0,1,0,1,0,0
81.6,69537.05,1,5,173.57,1,236,0.86,0.833,0,0,1,1,0,0,0,0,1,1,0,0,1,1
78.37,92293.27,0,9,440.24,3,141,9.35,0.317,1,0,1,0,1,0,0,1,0,0,0,0,1,0
13.76,5810.42,1,10,442.02,1,11,7.41,0.729,0,0,0,0,0,0,1,0,0,0,1,0,0,1
25.53,95893.41,0,5,372.79,4,63,2.89,0.165,0,0,1,0,1,0,0,1,0,0,1,0,1,0
20.75,89142.99,0,17,189.64,0,13,8.44,0.527,0,1,0,1,0,0,1,0,0,0,0,0,0,0
35.58,60114.15,0,11,206.72,1,33,2.46,0.915,0,1,0,0,0,0,0,0,1,1,0,0,0,0
116.97,94207.18,0,4,399.42,1,147,12.63,0.29,1,1,0,0,0,0,0,1,0,0,0,0,1,0
70.96,43918.44,0,17,498.25,4,127,15.34,0.537,0,0,1,0,1,1,0,0,0,0,0,0,0,0
273.47,14754.1,0,1,497.25,3,197,0.59,0.897,0,0,1,1,0,0,0,0,0,0,0,1,0,0
0.77,48575.14,0,14,175.48,1,162,7.1,0.808,1,0,1,1,0,0,0,0,0,1,0,1,0,1
54.32,70278.26,0,10,442.35,1,36,2.21,0.599,0,0,1,1,0,0,0,0,1,0,1,1,0,0
59.83,11077.63,0,18,239.7,1,9,3.37,0.956,0,0,1,1,0,0,1,0,0,0,0,0,0,1
101.55,96919.8,0,14,69.62,4,129,1.43,0.647,1,1,0,0,0,0,0,0,1,0,0,0,1,1
304.23,23223.16,0,10,486.48,0,218,8.76,0.842,0,1,0,1,0,0,1,0,0,1,0,0,1,1
30.62,89681.79,0,3,236.1,2,235,11.17,0.5,0,1,0,1,0,0,0,1,0,0,1,1,0,0
2.08,43857.21,0,3,232.16,4,211,12.66,0.294,1,1,0,0,1,0,0,1,0,0,0,1,0,0
40.72,45448.06,0,13,271.54,2,9,6.0,0.102,0,1,0,1,0,1,0,0,0,1,0,0,1,0
261.09,36585.82,0,8,68.15,3,116,0.63,0.234,0,1,0,1,0,1,0,0,0,0,1,0,1,1
7.36,66222.6,0,4,242.2,4,201,12.51,0.42,1,0,0,0,0,0,1,0,0,0,0,0,0,0
22.67,83974.13,0,10,36.19,3,120,5.64,0.054,1,0,1,0,0,0,0,1,0,0,1,1,0,0
270.01,37532.37,0,18,451.27,0,215,9.12,0.817,0,1,0,1,0,0,0,1,0,1,0,1,0,0
116.12,28978.42,1,4,87.48,1,87,3.92,0.25,1,1,0,1,0,1,0,0,0,0,0,1,0,1
